Flight_Hours,Temperature,Vibration,Component_Age,Failure,Predicted_Failure
2415,116,0.7902638129858843,35,0,0
1766,73,0.6872302101145754,12,0,0
2316,91,0.20866323292694516,52,0,0
1635,119,0.372231633122154,43,0,0
791,96,0.4796663078205611,29,0,0
1747,85,0.9572558183872114,26,0,0
1332,108,0.11309862184926406,53,0,0
1070,64,0.49106738128566774,18,0,0
3752,66,0.3944622677747285,30,0,0
2952,87,0.5957263795493778,54,0,0
2476,75,0.15667576282154214,49,0,0
2691,80,0.619664068364911,56,1,0
3649,81,0.35480717736335854,10,0,0
3951,103,0.5682782693973988,12,0,0
1201,104,0.7058222659828819,40,0,0
3083,72,0.5904749988638802,11,0,0
1928,97,0.9236023987912733,10,0,0
4322,76,0.19047391226419497,8,0,0
2019,119,0.5000627707143328,9,0,0
2487,93,0.3414350910795026,51,0,0
4294,110,0.9107693815127944,53,1,1
3718,62,0.7601427880283422,46,0,0
949,108,0.382201612768423,13,0,0
2973,114,0.5251950335378301,30,0,0
3279,93,0.5152432768789026,12,0,0
958,69,0.9897238853312762,9,0,0
4793,81,0.41547326789509875,51,0,0
4596,61,0.31007622392143847,56,0,0
1430,84,0.592936484980551,48,0,0
3995,94,0.6875140582387463,59,1,1
2255,117,0.5832354774293651,10,0,0
3228,103,0.10077984705445539,37,0,0
1873,114,0.9706263995160197,36,0,0
4911,63,0.7607074935550823,23,0,0
3970,69,0.342476612045879,7,0,0
1166,97,0.12142938796882467,49,0,0
2598,89,0.8845407240332278,10,0,0
1448,95,0.8077098078356669,24,0,0
3238,61,0.5457685395732907,24,0,0
1764,78,0.6773628062036211,59,0,0
1502,69,0.42701359810710515,21,0,0
4076,79,0.16481108114049448,25,0,0
3040,94,0.2537069704477487,15,0,0
3010,103,0.7863217972571692,51,1,1
4669,88,0.6429764863532323,7,0,0
4286,95,0.8884626770839814,40,1,1
1966,65,0.9546167922093514,55,0,0
2131,98,0.8856148989111128,52,0,0
4470,119,0.4180492974007911,42,0,0
3765,72,0.1312216972908157,23,0,0
3180,112,0.32831935530381723,32,1,1
2878,72,0.21825561729844312,55,0,0
2424,105,0.27883230147714344,54,0,0
508,104,0.6696387912333648,45,1,1
2714,69,0.6639290853983099,14,0,0
2156,107,0.838780144065901,42,0,0
1833,70,0.5439903778376614,50,0,0
3716,93,0.12589702664054936,32,0,0
1031,81,0.42912726275435586,33,0,0
1855,84,0.8355983649108614,18,0,0
4908,81,0.3794953730199041,56,0,0
890,118,0.3906391219963945,36,0,0
3328,112,0.26938728287129665,56,1,1
547,98,0.8705201079572744,44,0,1
4115,92,0.14836361363721395,29,0,0
3625,63,0.5257777135829739,51,0,0
4649,74,0.6110167649055164,15,0,0
3109,82,0.7382543754867733,25,0,0
3759,106,0.214022557965577,48,0,0
1379,85,0.5178790009192247,54,0,0
1064,61,0.6770435449118554,49,0,0
3417,87,0.44815176219466135,11,0,0
3847,62,0.3962166383593534,29,0,0
4974,115,0.24771829630637127,7,0,0
4994,91,0.7981983265080144,12,0,0
4569,104,0.26578699790568266,55,0,0
2564,108,0.942021057894935,44,0,0
4765,76,0.2438774698189065,23,0,0
3034,83,0.9390573684440684,36,0,0
1886,108,0.3032451352038255,51,1,0
4938,109,0.9358632103762426,21,0,0
1742,111,0.39244857706162994,6,0,0
2493,114,0.7398057186686952,24,0,0
891,107,0.7436368472211508,59,0,0
2631,93,0.676723626625203,43,1,1
3577,112,0.483335959539412,41,0,0
3799,72,0.110592499763671,19,0,0
1495,113,0.8271265753922726,58,0,0
4016,74,0.6660663953832044,54,0,0
3462,106,0.9873340831482199,44,1,1
2158,107,0.19200167484103586,23,0,0
1223,79,0.41412520696595456,9,0,0
728,100,0.8713496296450165,7,0,0
4572,111,0.5744294999794409,16,0,0
4965,89,0.8559023417262378,22,0,0
940,80,0.7154933499322219,46,0,0
3365,116,0.6019992986860958,31,0,0
3383,85,0.23841613064632738,52,0,0
2878,84,0.965979131738271,17,0,0
3441,73,0.8609898199778575,18,0,0
2460,67,0.3767653274939614,12,0,0
4908,119,0.3015196448330475,44,0,0
2667,101,0.9422155331507011,19,0,0
4010,97,0.12372971869343105,13,0,0
1040,118,0.7052827174476712,54,0,0
1993,60,0.267020077662227,34,0,0
4165,87,0.91456108527714,36,0,0
3315,107,0.7820611322146879,6,0,0
1272,109,0.4434346000968603,21,0,0
797,66,0.2014330340023251,11,0,0
4827,104,0.20349821841817103,59,0,0
1590,81,0.21426168012976837,14,0,0
4050,110,0.13092703438855838,16,0,0
729,111,0.36116869054118506,22,0,0
1404,72,0.6460369073667718,7,0,0
4953,100,0.3693104652441711,17,0,0
2626,85,0.4008587643967271,28,0,0
1542,99,0.829020397708563,56,0,0
2261,112,0.5633142537543847,33,0,0
2559,95,0.6391127467652488,25,0,0
4071,98,0.13583473166432378,51,0,0
3108,109,0.5349681962332081,27,0,0
3911,80,0.6211805462754674,33,0,0
3295,69,0.7179492395356063,21,0,0
2904,100,0.6838581864707814,12,1,1
4991,112,0.63368053574978,11,0,0
2497,103,0.18985643313788508,17,0,0
1540,85,0.11061122910790362,7,0,0
2618,84,0.5959311462538037,57,0,0
2021,81,0.42698173686444496,39,0,0
4147,112,0.3571722662736848,22,0,0
4567,84,0.33875494466649625,19,1,0
4967,64,0.4320705978221101,44,0,0
1867,72,0.3490859996568917,45,0,0
605,102,0.47805412718910134,44,0,0
1166,88,0.7929349673450136,9,0,0
3836,88,0.9545322478169719,25,0,0
778,108,0.23409324093597236,29,0,0
3430,73,0.28391231628913427,34,0,0
3380,73,0.4249726103479392,15,0,0
3968,72,0.8248583953583651,29,0,0
930,61,0.9970891037990167,12,0,0
1826,86,0.301044550065535,57,0,0
2237,82,0.6062442780223701,23,0,0
1984,67,0.38313587713102726,47,0,0
4792,112,0.46104080078365217,32,0,0
3871,87,0.12419050104882244,39,0,0
1633,83,0.7787427373077093,57,0,0
1867,115,0.3371122750105161,44,0,0
3640,86,0.5643005278820217,15,0,0
1202,105,0.9052753662657664,9,0,0
4901,65,0.7574832291083281,42,0,0
2098,104,0.7510175268305754,29,0,0
3008,96,0.5729067616031498,51,0,0
2256,67,0.42560585148748586,53,0,0
2484,63,0.16885268497211287,8,0,0
2176,66,0.4924706726366166,7,0,0
1191,118,0.5569563351014432,29,0,0
1669,89,0.1978258327962934,52,0,0
4440,79,0.28696057182186574,52,0,0
2839,73,0.28882112675469607,29,1,1
2757,95,0.6311265220646154,10,0,0
954,82,0.738473867979008,22,0,0
3839,111,0.8074249458094057,47,0,1
4605,64,0.890606818015188,17,0,0
3303,61,0.7716322707968711,46,0,0
2378,102,0.6903645385674125,8,0,0
4621,111,0.6411637068292443,8,0,0
1931,105,0.42799650452662485,57,0,0
785,114,0.18158912069810584,57,0,0
4414,119,0.5846370123859619,51,1,1
4751,86,0.4758491874583487,15,0,0
3704,65,0.7314082015256224,39,0,0
4815,96,0.9700177875544364,24,0,0
2399,112,0.731715065812909,51,0,0
1568,105,0.5250178931838299,37,0,0
4971,117,0.13586032104132584,28,1,1
4760,116,0.27151765222415075,49,0,0
4377,76,0.9524789408008693,22,0,0
783,63,0.5726991752768072,41,0,0
4903,66,0.43132778163908747,49,0,0
4153,84,0.31165509537558755,41,1,1
1818,85,0.4952341933769244,55,0,0
2380,63,0.8002458979938893,51,0,0
1130,115,0.5846017500257605,39,0,0
3000,87,0.33118438911465664,13,0,0
4889,115,0.9456362943662532,17,0,0
2339,91,0.7893875029321172,51,0,0
1998,93,0.9866043602553379,26,0,0
4165,63,0.9989036994540025,6,0,0
4641,105,0.6448390181217452,31,0,0
1160,93,0.4230354105778119,54,0,0
2864,103,0.9244056311340567,59,0,0
1587,66,0.21738186451534214,54,0,0
4014,85,0.32983346187100937,56,1,1
2198,67,0.2505573642457327,13,0,0
4006,106,0.9026536588939257,16,1,1
1333,92,0.24249602600258827,43,0,0
2923,80,0.18092591716599932,14,0,0
2495,112,0.24012271430915905,13,0,0
2893,81,0.5692045299299849,46,0,0
1941,101,0.9921032174788416,39,0,0
3305,83,0.794540593920474,28,0,0
3389,93,0.9705506571363295,52,1,1
646,116,0.46857312842672316,50,0,0
2992,100,0.853177592551333,41,0,1
588,94,0.13556450562687525,14,1,0
2795,77,0.8020441373576218,44,0,0
1116,63,0.11980486739015944,38,0,0
2516,76,0.7207854662051223,17,0,0
2598,77,0.4517951291748121,19,0,0
1362,92,0.6434252427679423,52,0,0
3224,88,0.1702693778673816,19,0,0
1330,94,0.9949875538912786,53,0,0
3267,109,0.42971324935341637,16,0,0
2772,63,0.8141865620453418,48,0,0
2568,94,0.78917261437787,25,0,0
2265,90,0.4390841755582111,41,0,0
1863,103,0.6238197321129956,11,0,0
3376,115,0.10944502137204866,51,1,1
4726,113,0.6316339480110809,49,1,1
2678,108,0.5650990874557692,59,0,0
1304,116,0.1763989116602372,53,0,0
624,73,0.595315975514872,20,0,0
2478,87,0.1749202684805372,6,0,0
4302,77,0.5531956794593833,44,0,0
4029,99,0.8309054409471544,25,0,0
1789,101,0.47498855374758164,9,1,1
4866,84,0.31397765905296543,20,0,0
855,100,0.8839509644345701,54,0,0
3295,94,0.32392131027057486,28,0,0
4225,64,0.7265310579719395,38,0,0
4044,71,0.8569040381159986,51,0,0
4672,69,0.12418990436426937,36,0,0
3007,67,0.8250457916494218,16,0,0
582,63,0.9757625691154123,25,0,0
512,76,0.5406791016949466,41,0,0
4614,60,0.5251311339114437,56,0,0
1610,91,0.8301134991012836,22,0,0
2215,99,0.17886370580688649,55,0,0
665,105,0.2529999099777473,36,0,0
929,95,0.9515278316420865,45,0,0
4381,114,0.263696556835622,44,0,0
2435,65,0.4984666174977942,19,1,1
3823,72,0.6084148452160405,25,0,0
4988,60,0.7185439651648882,12,0,0
2593,72,0.6431100994541938,40,0,0
2429,96,0.3739860502935036,56,0,0
3449,72,0.3633988591414551,49,0,0
3517,64,0.8133743023468026,28,0,0
1492,100,0.39016047618800276,31,0,0
1553,88,0.6937357908436289,54,0,0
1857,103,0.6039314048667894,34,0,0
3442,76,0.5483027517802566,9,0,0
1029,107,0.7379982496851674,58,0,0
776,117,0.14139442274581787,40,0,0
666,74,0.21113566071837175,43,0,0
4608,66,0.4360061262731523,33,0,0
740,62,0.4741520139005846,44,0,0
1241,67,0.813518163124751,51,0,0
3667,94,0.4645824210657761,32,0,0
1585,69,0.12186736963044813,57,0,0
4231,108,0.7628159449561273,29,0,0
3785,67,0.10338908678178238,31,0,0
2614,72,0.10606184705718484,18,0,0
4130,84,0.9649729808026295,32,0,0
2274,75,0.27042826984472557,38,0,0
661,110,0.6626411881628167,29,0,0
2818,108,0.1877983829626971,41,0,0
735,114,0.3162079789750039,48,0,0
4814,71,0.812791705869146,41,0,0
1959,88,0.18929173289898316,7,0,0
3544,119,0.6321958099297401,30,0,0
1996,90,0.7611728384628936,57,0,0
2458,99,0.9188162223491065,40,0,0
3514,110,0.9869734385069552,25,0,0
1512,97,0.5379602522212573,50,0,0
4670,83,0.391991937819826,8,0,0
4918,103,0.2508064249122088,46,0,0
4705,62,0.3196709452963509,42,0,0
3446,100,0.47762054864909365,40,0,0
2052,61,0.4272567415305296,43,0,0
4585,116,0.9973992818748197,6,0,0
824,102,0.5254722908042547,49,0,0
3758,86,0.1985117297780107,19,0,0
3491,89,0.10789117377968918,30,0,0
3479,105,0.1273434123616478,38,0,0
2561,61,0.9105554686844952,54,0,0
638,75,0.6420765833059293,23,0,0
4589,108,0.12168942267099252,37,0,0
3516,72,0.24764482422253095,8,1,1
2277,77,0.9755918066200241,17,0,0
4747,76,0.31027719865837355,29,0,0
1287,61,0.287991880931737,31,0,0
2647,61,0.4161503686686421,52,0,0
1897,68,0.3847863983180987,11,0,0
4708,104,0.8777730637266293,17,0,0
3871,68,0.467307910598868,9,0,0
2922,90,0.877123103653513,58,0,0
1970,76,0.8193622866280568,39,0,0
1941,90,0.23723560112313835,47,0,0
1067,80,0.20631487460331543,9,1,1
1181,84,0.9318610335356282,27,0,0
1245,108,0.7555552657041005,45,0,0
1070,105,0.19905392706131206,47,0,0
2307,82,0.7480039688532533,52,0,0
4082,72,0.799317301710423,39,0,0
3925,81,0.5535703664234259,43,0,0
4722,86,0.11254365435230558,23,1,1
1904,119,0.22532616135140385,34,0,0
2605,85,0.9163821789326888,38,0,0
3740,75,0.9513616459658312,11,0,0
1267,75,0.6349471673379662,33,0,0
4454,105,0.29380032016282254,15,0,0
3271,86,0.37294503845341975,39,0,0
625,60,0.7008453547770067,47,0,0
3073,79,0.9937622982531783,47,0,0
993,103,0.17699369573491858,35,0,0
939,85,0.6739678070822149,45,0,0
1067,94,0.48278527205731525,45,0,0
